NAME,SMILES,PROPERTY
DTXSID80147129,O.FC(F)(F)C(=O)C(F)(F)F,0.00177419
DTXSID60467913,CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,2.50035E-05
DTXSID70631426,FC(F)(F)SSC(F)(F)C(F)(F)F,6.19441E-06
DTXSID60371288,FC(F)(F)C(F)(F)C(F)(F)C(Br)=C,0.000109648
DTXSID90511175,FC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)S(F)(=O)=O)S(F)(=O)=O,1.07895E-05
DTXSID70382148,FC(F)(F)C(Cl)(C(F)(F)F)C(F)(F)F,2.04174E-05
DTXSID90441943,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CSC=C1,1.1246E-07
DTXSID7067328,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS(Cl)(=O)=O,2.32809E-06
DTXSID80370975,CC(=O)N1N=C(C=C1C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.52055E-06
DTXSID30170109,OC(=O)C=C(C(F)(F)F)C(F)(F)F,0.00139959
DTXSID10366184,CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)F,0.000139959
DTXSID70750727,CC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.11686E-06
DTXSID40338672,FC(F)(F)C1(F)C(F)(F)C2=C(C1(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,4.83059E-07
DTXSID90601747,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.54993E-06
DTXSID80371326,NC(=O)C(F)(Br)C(F)(F)F,0.00506991
DTXSID30535037,CC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.10863E-05
DTXSID6071370,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC1=CC=CC=C1,2.26464E-06
DTXSID40318878,OC(CCC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,3.2434E-05
DTXSID101023006,FC(F)(F)C(F)(C=CI)C(F)(F)F,0.000107895
DTXSID7073488,OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.97429E-08
DTXSID00631136,CCCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC)OCCC,1.32434E-08
DTXSID80545621,FC(F)(F)C(F)(F)C(F)(F)C(CC=C)(C(F)(F)F)C(F)(F)F,5.83445E-06
DTXSID90835585,CC=CCOC(F)(F)C(F)F,0.000807235
DTXSID00335703,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.24436E-06
DTXSID70549239,FC(F)(Br)C(F)(F)C1CCCCC1Br,4.4978E-05
DTXSID00843777,FC(=C(S)S)C(F)(F)C(F)(F)F,0.00132739
DTXSID2073778,FC1(F)C(F)(F)C(F)(F)C(F)(C(=O)NC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2)C(F)(F)C1(F)F,5.08159E-08
DTXSID10770580,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=C(Cl)Cl,5.68853E-06
DTXSID00508475,CC(C)C(=O)C(F)(C(F)(F)F)C(F)(F)F,0.000251768
DTXSID90188881,FC(F)(F)C(F)(F)Br,0.000676083
DTXSID30298796,CCOCNC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.34564E-07
DTXSID90379297,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl,7.04693E-06
DTXSID20773224,[H]C12CC[C@@](C)(C1(C)C)C(F)(F)OC2(F)F,0.000511682
DTXSID3066215,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,6.79204E-05
DTXSID00433253,FC(F)(F)C(OCOC(C(F)(F)F)C(F)(F)F)C(F)(F)F,2.44906E-05
DTXSID90802656,COC(=O)C1=CC(=CC=C1)C(F)(F)C(F)(F)F,2.00909E-05
DTXSID8073475,FC(F)(I)C(F)(F)C=C,0.000532108
DTXSID90631802,C[Si](C)(C)C(F)(C(F)F)C(F)(F)F,8.09096E-05
DTXSID50551092,CCCCCCC(=O)C(F)C(F)(F)C(F)(F)F,3.85478E-05
DTXSID1074915,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,2.34423E-07
DTXSID80546557,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.66659E-08
DTXSID4074932,FC(F)(F)C(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,8.12831E-05
DTXSID60583425,OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,5.74116E-08
DTXSID80544972,COC1=C(F)C=CC(=C1)C(=O)CC(=O)C(F)(F)C(F)(F)F,1.33968E-05
DTXSID70771210,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C1OC(=O)C=C1)C(F)(F)F,6.23735E-05
DTXSID40862366,FC(F)C(F)(F)CBr,0.0017338
DTXSID10303695,FC(F)(F)C(=CC(=O)C1=CC(Cl)=CC=C1)C(F)(F)F,2.97852E-06
DTXSID90143031,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N1CCCCCC1,2.10863E-07
DTXSID30303814,CCCC(C(=O)C1=CC=C(OC)C=C1)C(O)(C(F)(F)F)C(F)(F)F,2.47742E-06
DTXSID1070854,CCN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.17771E-06
DTXSID40191582,FC(F)(F)C(C(F)(F)F)C(F)(F)F,0.000110917
DTXSID9059880,FC1(F)C(F)(Cl)C(F)(F)C1(F)Cl,0.000266073
DTXSID00178152,FC1=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,5.30884E-06
DTXSID80613879,COC1=C(F)C(F)(F)C(F)(F)C1=O,0.000758578
DTXSID40526456,ONC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.00134276
DTXSID40447056,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1,9.37562E-08
DTXSID30313110,CC1=CC(=C(Br)C=C1)C(O)(C(F)(F)F)C(F)(F)F,3.28095E-05
DTXSID20631799,C[Si](C)(Cl)C(F)(F)C(F)C(F)(F)F,6.87068E-05
DTXSID60143184,FC(F)C(F)(F)S(=O)(=O)C1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,3.55631E-07
DTXSID70750363,FC(C#N)=C(F)C(F)(C#N)C(F)(F)F,0.000805378
DTXSID20519220,FC1=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(Br)C1(F)F,2.59418E-06
DTXSID20552874,NC1=CC(Cl)=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)C(Cl)=C1,1.03753E-06
DTXSID00701000,CC(CO)(CO)N(C(=O)C(F)(F)C(F)(F)C(N)=O)C(C)(CO)CO,0.00374111
DTXSID00596453,FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)Cl,9.59401E-06
DTXSID20844620,OC(=O)C(F)C(F)(F)OC(F)(F)F,0.00147231
DTXSID40178671,CC1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,2.28034E-05
DTXSID1070513,[K+].CCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.11349E-06
DTXSID00448983,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C1=CC=CN1,1.80302E-05
DTXSID10663105,FC(F)(F)C(F)(OC(F)(F)C(F)(F)Br)C(F)(F)F,7.26106E-05
DTXSID80789301,C\N=C(/C)CC(O)(C(F)(F)F)C(F)(F)F,0.00030903
DTXSID20330477,CC(C)(C)C1=CC(=CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1)C(C)(C)C,4.13048E-08
DTXSID50226011,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=C(C=C1)C1=CC=CC=C1,6.20869E-07
DTXSID40767605,CCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.10204E-06
DTXSID40781765,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCNCC=C,4.57088E-06
DTXSID50303811,FC(F)(F)C(=CC(=O)C1=C(Cl)C=CC(Cl)=C1)C(F)(F)F,1.97242E-06
DTXSID00598553,OC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,1.77419E-05
DTXSID80844621,OC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)F,0.000669885
DTXSID30604717,COC1=C(N)C=CC(=C1)C(O)(C(F)(F)F)C(F)(F)F,0.000148594
DTXSID90185597,F[C](F)C(F)(F)C(F)(F)F,0.00100462
DTXSID70720561,OC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.47231E-06
DTXSID70814656,COP(C)(=O)OCCC(F)(F)C(F)(F)F,0.00389045
DTXSID10868577,CN(C)CCCN(O)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.87489E-06
DTXSID30503574,FC(F)(F)C(F)(F)C(F)(F)OS(F)(=O)=O,0.000701455
DTXSID00598770,FC(F)=C(F)OC(F)(F)C(F)(Br)C(F)(F)F,8.60994E-05
DTXSID10236732,CC(C)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.33426E-07
DTXSID40711764,CC(=C)C(=O)OCCC(F)(F)C(F)F,0.000477529
DTXSID80529608,CC(=O)C(C(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CS1)C(C)=O,1.94536E-07
DTXSID40340351,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=N\CCC1=CC=CC=C1,7.19449E-08
DTXSID00144332,CC(=O)CC(=O)CC(O)(C(F)(F)F)C(F)(F)F,0.000246604
DTXSID9072604,FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,4.3451E-05
DTXSID80234366,FC(F)C(F)(F)OC1=CC=CC=C1C=O,9.01571E-05
DTXSID90607284,FC(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,0.000247742
DTXSID10512407,CCCC#CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.02094E-05
DTXSID80146031,FC(F)=C(F)OC(F)(C(F)(F)F)C(F)(F)F,0.000115611
DTXSID60379289,CC1=C(C(=NN1)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,3.17687E-05
DTXSID70292859,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.000233884
DTXSID20672905,OCC(O)COCC(F)(F)C(F)F,0.0114815
DTXSID80603194,CCCCCCCC(F)C(F)(F)C(O)(F)F,3.11889E-05
DTXSID80460183,NS(=O)(=O)C(F)(F)C(F)(F)F,0.00150314
DTXSID9061881,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,2.66073E-06
DTXSID50380763,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC1=CC=C(C=C)C=C1,5.99791E-08
DTXSID30382164,CC(=O)C(F)(F)C(F)F,0.0459198
DTXSID00455910,OC1(CC(=NO1)C1=CC=CC=C1)C(F)(F)C(F)F,3.25837E-05
DTXSID70540145,FC1=C(I)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.47742E-05
DTXSID80144739,OC(CC1=CC=CC(C=O)=N1)(C(F)(F)F)C(F)(F)F,2.76694E-05
DTXSID80522790,C[Si](C)(C)OC(=O)C=C(C(F)(F)F)C(F)(F)F,6.77641E-06
DTXSID3071359,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.15878E-05
DTXSID60762975,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C(I)C1=CC=CC=C1,7.39605E-07
DTXSID90649104,Cl.NCC(F)(F)C(F)(F)F,0.00574116
DTXSID30556000,[O-][N+](=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)F,8.91251E-05
DTXSID20871633,FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(F)(F)F,8.81049E-05
DTXSID70382108,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.000107152
DTXSID40706872,FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,5.63638E-05
DTXSID4042460,CN(C)C(=O)NC1=CC(OC(F)(F)C(F)F)=CC=C1,6.66807E-05
DTXSID90276398,CC(S)=CC(=O)C(F)(F)C(F)F,0.00654636
DTXSID90505695,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCl,1.96789E-05
DTXSID90855420,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N1CCCCC1,2.99226E-07
DTXSID20579920,CCCSC(Cl)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.6293E-06
DTXSID00479232,CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,2.13304E-07
DTXSID20501504,FC(F)(F)CC(=O)C(F)(F)C(F)(F)F,0.00034914
DTXSID80143106,CC1=CC(N)=C(C)C=C1SC(F)(F)C(F)F,0.000150314
DTXSID80756891,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC1=CC=CC=C1C1=CC=CC=C1,6.91831E-07
DTXSID80517505,FC(F)C(F)(F)C(F)(F)C(F)(F)CNC1=CC=CC=C1,1.1324E-05
DTXSID10598741,FC(F)(F)C(F)(OC1=CC=CC=C1)C(=O)OC1=CC=CC=C1,5.33335E-06
DTXSID50276399,CC(S)=CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.93642E-05
DTXSID00476100,[O-][N+](=O)C1=CC=C(C=C(C(F)(F)F)C(F)(F)F)C=C1,7.17794E-06
DTXSID40798156,COCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.99067E-05
DTXSID90663082,FC(F)(F)OC(F)(F)C(F)(Br)C(F)(F)Br,6.65273E-05
DTXSID30625826,CC(F)C(F)(F)C(F)(F)C(F)(F)F,0.000162555
DTXSID10621407,FC(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl,3.0479E-05
DTXSID10584841,COC1=CC=C(C=C1)C(O)(C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)C1=CC=C(OC)C=C1,6.82339E-10
DTXSID90191037,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F,0.000535797
DTXSID60763548,FN(F)SC(F)(F)C(F)(F)F,0.000109144
DTXSID50188165,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.33426E-07
DTXSID30773270,CN(O)C(=O)C(F)(F)C(F)(F)C(F)(F)F,0.00174181
DTXSID90426033,FC(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C1=CC=CC=C1,8.3946E-06
DTXSID80345305,CCC1(C(C)CC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(C)C(=O)N(C)C1=O,4.06443E-06
DTXSID4059881,COC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.00042658
DTXSID00631454,C[Si](C)(C)OC=C(C(F)(F)F)C(F)(F)F,3.57273E-05
DTXSID60379709,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,3.25087E-05
DTXSID60631819,FC(F)(F)C=C1C(F)(F)C(F)(F)C1(F)F,1.35831E-05
DTXSID90594367,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.84592E-06
DTXSID50410276,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=N1,2.00909E-06
DTXSID80759908,OC(=O)C1=CC=C(OC(F)=C(F)C(F)(F)F)C=C1,0.000732825
DTXSID50177978,FC1=C(F)C2=C(C(F)=C1F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,9.22571E-07
DTXSID3044596,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,7.81628E-06
DTXSID10338588,OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.09096E-06
DTXSID30505795,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COS(F)=O,8.59014E-06
DTXSID20528357,FC(C1=CC=CC=C1)C(F)(F)F,0.000327341
DTXSID20502834,FC(F)(F)C(=O)C(=O)C(F)(C(F)(F)F)C(F)(F)F,0.000325837
DTXSID00750735,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C#N,1.05196E-08
DTXSID70570482,CCCCNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.48418E-07
DTXSID30446098,COC(=O)C=C(C(F)(F)F)C(F)(F)F,0.0011995
DTXSID60226608,COCCOC(F)(F)C(F)F,0.0184502
DTXSID80187141,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1.6788E-05
DTXSID80454860,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,5.34564E-07
DTXSID60631450,FC(F)(F)C(OC(=O)CC(=O)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.22107E-06
DTXSID70379992,OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.25837E-07
DTXSID80768393,CO[Si](CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,5.11682E-06
DTXSID70769975,CC(=C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)F,1.32434E-07
DTXSID40529604,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CC(SC1=CC=CC=C1)C1=CC=CO1,3.16957E-08
DTXSID70751658,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,2.06538E-07
DTXSID20556918,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,2.03236E-06
DTXSID60380239,NC(=O)C(F)(F)C(F)F,0.185353
DTXSID90404578,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)F,4.09261E-06
DTXSID80850409,OC(=O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,1.20504E-05
DTXSID70545630,OC1=CC=CC=C1OC(F)(F)C(F)C(F)(F)F,1.65959E-05
DTXSID00314654,FC(F)(F)C(F)(F)C(=O)NC(=O)NC1=CC=C(Cl)C=C1,4.97737E-06
DTXSID00711184,COC(F)=C(F)C(F)(F)F,0.00397192
DTXSID10605888,[O-][N+](=O)C1=C(NC(=O)C(F)(F)C(F)(F)F)N=CC(Cl)=C1,1.8239E-05
DTXSID20631895,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(COCC(F)(F)C(F)F)C(=O)NC1=O,0.00077983
DTXSID90832079,COC(=O)C=C(N)C(F)(F)C(F)(F)F,0.000682339
DTXSID40729844,OC(CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,4.04576E-05
DTXSID20143105,CC1=C(N)C=CC(SC(F)(F)C(F)F)=C1C,0.000133352
DTXSID50379814,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,0.00421696
DTXSID6029177,FC(F)(F)C1(F)OC1(F)F,0.00172187
DTXSID10379916,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,2.2751E-06
DTXSID60371602,FC(F)(F)C(F)(F)C(=O)C(Br)Br,0.000207014
DTXSID40377687,COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,0.000204644
DTXSID40188992,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.67109E-05
DTXSID50762540,FC1(F)N2CCN(CC2)C1(F)F,0.00517607
DTXSID70570760,CCCCCCCCCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1.34276E-07
DTXSID70502980,FC(F)(F)C(F)(F)CCBr,0.000698232
DTXSID20382158,FC(F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,3.79315E-05
DTXSID40188937,FC(F)(F)C(=CC(=O)C1=CC=C(Cl)C=C1)C(F)(F)F,4.2462E-06
DTXSID20809178,CCOC1CC(SS1)(C(F)(F)F)C(F)(F)F,6.77642E-05
DTXSID2070500,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC=C,6.5013E-06
DTXSID70188389,[O-][N+](=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.43609E-05
DTXSID30401167,NC1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.57658E-08
DTXSID80341822,FC(F)(F)C(F)(F)C1=CN=CN1,0.00119399
DTXSID80604005,FC(F)(F)C(F)(F)C(F)(Cl)C(Cl)(C(F)(F)F)C(F)(F)F,1.52405E-05
DTXSID70634492,CNCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.21107E-06
DTXSID40508338,CCOP(=O)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.000130617
DTXSID90338344,FC1(F)SSC(F)(F)C(F)(F)C(F)(F)C1(F)F,8.91251E-06
DTXSID1042025,FC(Cl)C(F)(Cl)C(F)(F)F,0.000990832
DTXSID50850133,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(Cl)C(F)(F)Cl,6.99842E-06
DTXSID70730605,FC(F)(F)C(I)CC(CC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.72392E-07
DTXSID40830707,CC=CCC(F)(C(=O)OC(C)C=C)C(F)(F)F,1.1995E-05
DTXSID50871525,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,2.00909E-06
DTXSID00441939,NS(=O)(=O)C1=NN=C(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S1,3.94457E-05
DTXSID40424084,OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,2.76694E-07
DTXSID50317231,CC1=CC(=C(I)C=C1)C(O)(C(F)(F)F)C(F)(F)F,1.44544E-05
DTXSID60617577,CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.24698E-06
DTXSID80581226,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CC2=C(C=C1)N=CC=C2,9.7499E-07
DTXSID90303815,CC(C(=O)C1=CC=CS1)C(O)(C(F)(F)F)C(F)(F)F,2.88403E-05
DTXSID80605077,FC(F)C(F)(F)OC(Cl)C(F)(F)F,0.000195434
DTXSID60543524,FC(F)(F)C(F)(F)P(Cl)(=O)CCl,0.00132739
DTXSID70348047,FC(F)(F)C(F)(CCI)C(F)(F)F,5.63638E-05
DTXSID40566897,FC(F)(F)C1(OCC(O1)C1COC(O1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.04088E-05
DTXSID10380880,COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)OC,2.2856E-05
DTXSID30699209,OCC1NC(OC1=O)(C(F)(F)F)C(F)(F)F,0.00230675
DTXSID70707110,FC(OCCl)C(F)(F)F,0.0100462
DTXSID90292457,FC(F)(F)C(F)(F)C(F)(F)C1=NCCN1,0.000181134
DTXSID30785853,CC(CC(F)(F)C(F)(F)F)C(O)=O,0.00171791
DTXSID10870514,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,0.000267917
DTXSID50513695,FC1=C(F)C(F)(F)C(F)(Br)C(F)(F)C1(F)F,1.47911E-05
DTXSID50767898,CC(O)=O.OCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.62381E-06
DTXSID80143186,FC(F)C(F)(F)S(=O)(=O)C1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(Cl)=C1,1.33352E-07
DTXSID50555353,FC(F)(F)C(OC1CCCCO1)C(F)(F)F,0.000135831
DTXSID40631458,[H]C12C(F)=C(F)C(F)(C1(F)F)C(F)(F)C2(F)F,4.57088E-05
DTXSID10223925,FC1=CC=C(C=C1)C1=CC(=NN2C=NN=C12)C(F)(F)C(F)(F)F,9.4189E-06
DTXSID20769086,FC1=CC=C(C=C1)C(=O)C1=C(Cl)C=C(C=C1)C(F)(F)C(F)(F)F,3.43558E-07
DTXSID7073775,[O-][N+](=O)C1=CC(Br)=C(NC(=O)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C=C1,2.61216E-07
DTXSID70593893,FCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.89068E-06
DTXSID90780228,CC(=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1CCOCC1,2.81838E-05
DTXSID20776816,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)CCCCCCCCC=C,6.08135E-08
DTXSID80382114,CCOC(=O)C(F)(Cl)C(F)(F)F,0.000564937
DTXSID20299974,FC(F)(F)C(OS(=O)(=O)C1=CC=C(Br)C=C1)(C=C)C(F)(F)F,1.24451E-05
DTXSID20618646,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](CC=C)(CC=C)CC=C,1.32739E-08
DTXSID00758594,CC(Br)C(O)(CBr)C(F)(F)C(F)(F)C(F)(F)F,2.88403E-05
DTXSID00293950,FC1=CC2=C(C=C1)N=C(N2)C(F)(F)C(F)(F)F,4.1115E-05
